userName,score,at,content
Amel Duck,1,2024-09-06 04:19:20,"Gimana sih kak, mau loging kok ga bisa2 gara2 pernah loging pake no lama dan email lama di hp yg sama, pdhl nonya sudah ga ad karena ke blokir, email-nya jg sdh ga bisa di akses. Mau daftar pake no baru sama email baru ga bisa."
Duta Suyatno,1,2024-09-06 02:40:50,"Aku udah bilang dari dulu, KAI acces aplikasi abal abal, jadi kalau pesan tiket kereta lewat Traveloka."
Syafiq Abdul,1,2024-09-06 02:07:45,saya sudah tranfer ke KAI pro ternyata saldonya tidak ada
Rheda Satria,1,2024-09-06 01:48:40,Bayar pake virtual account BCA udah gk bisa yaa?!
EKO PUJI SATRIYO,1,2024-09-06 00:56:50,"Orang suruh beli tiket pakai aplikasi, tapi aplikasinya error terus, gimana orang bisa beralih ke angkutan umum... Kecewa banget, dari malem sampai pagi gak bisa terus, sampai tiket habis Mending kembalike semula ajalah, permuda pembeliaan langsung di stasiun"
satrio ageng,5,2024-09-06 00:20:07,ga kecewa tiket selalu tersedia
Bima Sandy,1,2024-09-05 21:58:41,"Aplikasi lemot, waktu bayarpun juga susah padahal sinyalnya bagus tapi kok tulisan nya tidak ada koneksi"
Rifa Minato,1,2024-09-05 21:57:42,"Pakai vendor yang benar untuk membuat aplikasi, jangan asal murah tapi hasilnya sangat buruk KAInya selalu perbaikan masa aplikasinya malah makin perburukan"
Yogi Chik,1,2024-09-05 19:17:43,"Mau bayar kok trobel terus,, bisa di benahin sistemnya gak??? Isi kaipay potongan banyak banget,, mau memambtu masyarakat atau malah ngrampok secara halus??? Di benerin sistemnya, jgn tanya bagaimana anda yang punya PT tanya ke saya,, banyak keluhuna tuh,, bisa gak di kasih rating nol bintang???"
Alwi Muhibbuddin,1,2024-09-05 18:41:40,"App sampah, enak yg biasa yg dulu, dulu bisa bayar via link aja, enak bgt."
bobby dwi feb,1,2024-09-05 18:21:15,"Aplikasi Semakin buruk, sinyal bagus tapi gagal terus di pembayaran. Coba ganti2 dari OVO ke Shopee pay hasil nya tetap error. Sampai 15 kali coba error terus dan tidak bisa pesan lagi"
dhiii,1,2024-09-05 17:38:46,"apk tolol, bayar terus gak bisa, gmn sih, gk jelas, sinyal jg udh bagus"
aditya hadi cover,1,2024-09-05 17:26:55,Makin gak jelass.. sering error sinyal.pesen tiket error muluuu 2 jam ngeklik gak bisa bisaa.. udah pesen tinggal pembayaran error mulu... ayolah KAI ... saya tahu kenyamanan di KAI itu enak.. tapi kalau masalah pemesanan tiket online keseringan error mulu.. orang pasti bakalan pilih transportasi umum lain yang lebih simple cara pemesanan nya..
Ander Herrera,1,2024-09-05 17:25:34,"gausah bikin aplikasi, gabisa buat beli tiket dan bahkan yang sudah bangun di tengah malam buat war tiket, malah ga dikasi masuk sama sistem sama sekali. perbaiki dulu aplikasi anda KAI, sangat tidak ramah, padahal jaringan lancar dll. tolong dengan sangat"
Nevi Ana,1,2024-09-05 17:21:18,makin di update makin kocak ancrit
Lionel Indranatan,1,2024-09-05 17:19:44,"aplikasi yang tiap pembaruan malah buruk, mau bayar untuk qris selalu tidak mucul qr code nya (kalo belum mampu mending gausah) sekalinya muncul saldo terpotong tiketnya tidak terkonfirmasi bayar :) cari tiket lagi udah susah untuk masuk ke pemesanan. Tidak ada peningkatan adanya keterpurukan dengan alasan server penuh, kalau server penuh segera dibenahi bukan malah bikin pengumuman 👍 aplikasi lawak"
andre prayoga,1,2024-09-05 17:16:57,"apk milik pemerintah masak gampang eror . selalu kehabisan tiker gara"" time out masuk lagi tiket habis begitu terus sudah beberapa kali uang refund tidak kunjung di proses sekelas apk pemeritahan kayak gini tolonglah di perbaiki system tiket online nya"
Fajar Suminto,1,2024-09-05 17:16:40,"Bodok tolok banget banget asli, jaringan stabil, wifi data, tetep aja baru dibuka, tiket udah habis, itu tiket yang beli demit genderuwo"
Irvan Geofani,1,2024-09-05 17:16:02,"Aplikasi yang sungguh sangat tidak jelas, selalu saja kalok mau pesan tiket eror, sekalinya bisa selalu tiketnya habis sudah diisi saldo eh malah mengecewakan banget aplikasinya"
Denny Shatcon,1,2024-09-05 17:12:31,gak bisa berkata kata
Nanda Jawahirul,1,2024-09-05 17:11:11,"Sudah login dari sebelum jam 00.00 sudah di klik menuju pembayaran QRIS ,kenapa tiba² sudah log out lagi,minta tolong sistem diperbarui lagi,ditingkat lagi lebih enak aplikasi yang lama tidak serumit sekarang"
Rudi Tabuti,1,2024-09-05 17:07:09,Aplikasi KONTOLLLLLLLLL KLAU EMANG GAK SANGGUP APK HAPUS AJA BLOOK ...
Clash Con,1,2024-09-05 17:07:03,Niat bikin aplikasi atau tidak??
Pichan Kawaii,1,2024-09-05 15:53:24,"Sudah install aplikasi dari sebulan lalu buat pesan tiket. Nyoba dari pagi, siang, malam bahkan tengah malam selalu tidak ada jadwal keberangkatan. Trus apa gunanya ada aplikasi kalau tidak bisa beli online. Aplikasi yang dulu mudah digunakan dan cepat menampilkan jadwal keberangkatan. Edit: Saya pesan tiket KAI lokal"
Siti Rosita,1,2024-09-05 14:42:47,"Bagusan kai yang dulu yang ini ribet,, masa udh di uprage jadi ginj sih"
Ainurrohman Ghoni,2,2024-09-05 13:26:53,Bagus untuk pemesanan tiket. Tapi apk lambat merespon ketika pesan makanan. Metode bayar gak lengkap. Apk gagal merespon auto gagal pesan makanan. Pilihannya makanan juga terbatas dan mahal² Dicoba berkali2 pun gagal. Padahal koneksi internet sya lumayan bagus stabil buat jalanin apk lain lancar. Tlong perbaiki lagi
Taufik Faturrahman,1,2024-09-05 13:05:34,"Ubah jadwal sama sama versi dulu jaman covid gak bayar dan pembatalan juga gak bayar, kenapa sekarang ada biaya 25% lagi, gila banget, hapus juga tuh asuransi qoala.app gak bisa di klaim, nyari duit yang halal aja gak usah meras masyarakat, nyari duit buat ongkos pulang tuh susah"
Fitri Laisa Monoarfa,1,2024-09-05 13:00:20,gangguan mulu kalo pas pembayaran pdhl internet kenceng
Rafaaa Desatyawan.s,3,2024-09-05 12:35:33,Kalo top up lama bgt
Kyoung Mi Intan,2,2024-09-05 12:26:02,"Kenapa aplikasinya skrng susah bnget buat bayar? Pakai qris selalu eror, pakai ovo susah, harus batal berkali kali baru bisa beli tiket"
Bagas Pratama,1,2024-09-05 12:20:49,makin gajelas ni aplikasi
aldi rizaldi,1,2024-09-05 10:17:26,percuma ada kai acces gak pernah ke bagian tiket jurusan bogor-smi mending ofline ajah semua..rusak
Ahmad,2,2024-09-05 10:14:23,"Aplikasi sering mengalami error, metode pembayaran sulit diakses, tidak ada riwayat transaksi pada aplikasi"
Pinda Pinda,1,2024-09-05 09:43:03,Aplikasi amburadul..mau masuk aja sudah lupa pin dan berhasil....masih nga bisa...ZONK
Mita eka lestari,1,2024-09-05 09:24:54,"Mau masuk regristrasi ga bisa bisa trs, failed request data trs."
Diki Wahyu,1,2024-09-05 07:59:31,Saya Sudah Upgrade.. Dan Saya sudah memasukan data diri Saya.. Kenapa Saya sulit utk pilih kereta dstnya.. Seharusnya kalok sudah di Upgrade itu semakin mudah bukannya semakin susah!!!!! Mintak Tolong bgtz yha.. Hormat Kami Pelanggan KAI.. Terimakasih.. 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏿🙏🏿🙏🏿🙏🏿
Muhamad Fadli,1,2024-09-05 07:46:49,"Ini apk gimana sih, pesen tiket gagal tapi saldo berkurang, udah 2x loh bikin kesel"
Abi Setya,1,2024-09-05 07:35:17,"Dari sebulan lalu pesen tiket KA lokal bayar lewat ovo, shopee pay masih aja belum bisa. Nggak ada perbaikan sama sekali"
Lufi Sugianto,1,2024-09-05 06:36:47,kenapa saya pakai aplikasi ini tidak dapat di gunakan nomer telepon ku nomer baru dan email ku baru tapi enggk bisa verifikasi tolong di bantu min
Hen Alvaro,1,2024-09-05 05:52:39,jelek pemesenan tiket kendala mulu
Ilham K,3,2024-09-05 05:26:13,"Yah cukup membantu tapi, kok tidak bisa dihubungkan ke e-wallet"
Alia Fitriani,1,2024-09-05 05:21:12,Itu aplikasinya diperbaiki biar gak menghambat aktivitas kami Kalo belum mampu menggunakan system online jangan memaksakan kalo ujung ujungnya banyak merugikan banyak pihak
Bayu SetyAwan,1,2024-09-05 05:19:59,Udah beli tiket udah dibayar giliran jam kebrangkatan kreta aplikasi gak bisa di pakai gimana sih gak jelas udah 2 kali ini
Anggi Pratama,1,2024-09-05 05:18:22,makin gak jelas ni aplikasi. sering banget bermasalahm
Maulany Sany,2,2024-09-05 05:16:54,"trouble terus ihh mwaraahhh tiap tinggal payment doang selalu rewell😠😤 aplikasi gede masa makin update makin mempersulit gini ihh, marah nih"
wakhid budi ardiansyah,4,2024-09-05 05:14:27,"Mau ganti nomor lama ke nomor baru tapi kode verifikasi tidak masuk masuk, mohon bantuannya"
Tito Herminto1,5,2024-09-05 05:10:16,"Min, kenapa pembayaran kai access via qris kok susah, selalu timeout terus kelamaan sampe kehabisan waktu"
Zaenalarif Ok,1,2024-09-05 05:05:56,"Buruk, lemot, ga bisa dibuka . Hancurrrrrrr"
akmal 234,1,2024-09-05 05:00:15,"Aplikasi tambah aneh sudah aktivasi kaipay dan topup saldo giliran sudah terkirim disuruh aktivasi lagi dan gagal,nyesel buang duit 100rb malah ga masuk"
Moch Luqman,1,2024-09-05 04:53:43,Semakin bingung. Mau ganti nomor hp selalu ada tulisan phone already exist. Padahan itu kan nomor pribadi. Lawak
Yanda Muhammad Suandi,1,2024-09-05 04:51:51,"Di update kok malah timesout mulu pas pembayaran,"
Aprilia Tyaswari,1,2024-09-05 04:48:29,Jelek ngelag
Ayu Wulandari,1,2024-09-05 04:40:28,"Knp skrg makin aneh updatenya?? No telp uda diganti dari 2th lalu tapi balik ke no telp lama, history transaksi juga ga ada sama sekali Ganti no telp ga masuk2 otpnya trus maunya gimana?? Tolong dong dibaca ulasannya banyak yg komplain tuh"
Ronggo Lawe,1,2024-09-05 04:00:54,Apk gagal 👎☹👎 biji busuk bayar tagihan penumpang pun tak bisa kau
Ratna Ayu,1,2024-09-05 03:42:48,"Dari kemarin mau login ga bisa, login lewat email kata nya email inactive, saya lupa kata sandi, di pencet lupa kata sandi tulisannya gagal apa sih. Ga jelas anjirrr"
Formasi.Indonesia. Satu,1,2024-09-05 02:48:03,"Aplikasi buruk kenapa dipakai sih,,,mendaftar menjadi member basic saja sampai sehari semalam dgn 128 percobaan tetap gak bisa .....bner2 bangkai"
Defoy Harley,2,2024-09-05 02:11:25,"Dikolom metode pembayaran, gak bisa input no kartu..notifnya pembayaran blm tersedia..padahal bank pemerintah Admin tolong dibenahi systemnya"
agus wibowo mukti,5,2024-09-05 01:47:29,"bagus , mudah digunakan"
Sunny 5 side,2,2024-09-04 21:34:40,Top up saja hrs nunggu 15 menit... biaya admin motong setelah top up....hrs tunggu ulang lagi 15 menit gara2 kepotong admin. Total 30 menit. Kalo biru2 ya ketinggalan kereta. Ndak praktis kaipay
Daffa Fadhil Musyafa,1,2024-09-04 20:52:25,Udah ngisi saldo di tungguin sampe 1 jam lebih ga nambah nambah kenapa sih apk kok gini tolong proses dong
Haqi Adi,1,2024-09-04 19:44:34,sering terjadi kesalah koneksi internet padahal internet baik baik saja
Ramandani Oktavia,3,2024-09-04 14:36:59,"Kemarin gkpapa tapi sekarang ngisi saldo di aplikasi udah berhasil saldo udah ke potong,tapi di aplikasi KAI nya belum juga masuk tetep 0 saldo😭💔 Giliran saldo masuk mlh kepotong 😭"
CHUCKY MINDFREAK SAMBOUW,1,2024-09-04 14:16:50,skrg pesen kereta lokal hrs 15 hr sebelomnya....makin parah aja nih KAI....
Muhammad Fahri Wijaya,1,2024-09-04 13:58:50,"Sangat buruk, lama gak di pake malah harus login lagi, jadi memusingkan.."
Rama Yansyah,1,2024-09-04 13:35:46,"Aplikasi macam apa ini bukan mempermudah malah lebih sulit, jadwal keberangkatan pun gak bisa terlihat, capek Bolak balek di cek pun gituuuuuuu"
gita mahdiyyah,2,2024-09-04 11:18:45,"Error terus , g bisa dipake . Stasiun dan kereta tidak tersedia terus semuanya . Mau kereta lokal , commuter, ataupun antar kota."
Surya Atmadilaga Ananta,1,2024-09-04 11:12:04,"Jujurly bikin bingung, ini masa ketika kita lupa ss qrisnya gaada metode lagi buat ke menut liat qris ulang,jadi harus batalkan lagi,,"
Ahmad Hanafi,2,2024-09-04 09:32:39,Stress saya 2 HR mau pesan tiket susah sudah sampek metode pembayaran ada notif koneksi internet tidak stabil.pdhl stabil stabil saja
faridh fuaddin firmansyah,1,2024-09-04 09:12:44,"Kaipay, bayar tiket pakai kai pay saldo kedebet tapi tiket belum terbayar by sistem, padahal itu aplikasi internal nya kai. Begitu dibayar pakai linkaja langsung berhasil. Saldo kaipay belum balik. Dan terulang lagi pembelian memakai kaipay tidak berhasil..refund sudah 10 hari belum seleaai"
rezza harya,1,2024-09-04 06:41:42,aplikasi dancok
Nata Sya,1,2024-09-04 06:06:30,lemot banget bikin emosi
Herdiansyah Kamaruzzaman,2,2024-09-04 05:50:27,"kalo top up masuk saldo nya lama bgt, kenapa sih?"
Ester Vany,2,2024-09-04 04:31:44,GK bisa loding
Rizqi Maulana,1,2024-09-04 04:06:39,Parahh. Masa top up ga masuk
Rayi Gigih (Capt Gigih),1,2024-09-04 03:05:58,"Bikin aplikasi yang bener lah, gimana tiket mau laku, mau mesen tiket aja susah, mesti upgrade member lah, mesti apalah, udah gitu sering force close atau lag lagi, anggaran gede bikin aplikasi kaya sampah"
Rachmat Rachmat,1,2024-09-04 00:31:21,"Aplikasi y gak bermutu banget mau daftar aja susah banget, gmn ini kai"
reiza zelina putri,5,2024-09-03 23:12:19,"aku baca komenan ko pada banyak masalahnya ya? punya aku aman Alhamdulillah udah 2 tahun pakai. padahal enak banget aplikasinya friendly banget, easy to acces. apalagi pas udah d update jadi ada live apa tu namanya live intinya yg kita bisa liat rute2 yg akan dan udah dilewatin dalam real timenya"
Bin Bin,1,2024-09-03 20:50:30,live tracking kocak...bikin kaget orang aja.. mending di hapus aja itu...
Nurokhim 93,1,2024-09-03 17:11:19,Mau masuk ribet Mesti update
baruna firmansyah,1,2024-09-03 14:58:41,Gak guna
Nabila Khoeronnisa,1,2024-09-03 14:48:29,"Makin kesini makin susah, loading utk pembayaran lama, tiket yg udah dipesan ga keluar, coba lagi terus Tolong diperbaiki lagi."
1muhammad zaki,1,2024-09-03 13:55:56,"kalau ga mau ngasih fitur lengkap pemesanan tiket WHOOSH mending hapus saja karena jika ingin reschedule atau refund yang pemesanannya melalui apk ini penumpang harus datang jauh-jauh ke stasiun untuk refund dan reschedule ga bisa lewat online, cukup merugikan bagi saya"
Nur Aini,1,2024-09-03 13:54:01,"lebih muda menggunakan aplikasi yang dulu, simpel dan cepat sekarang makin susah!!!"
AHIMA 21,1,2024-09-03 13:17:50,"Bayar pakai Qris padahal waktunya masih ada, pas bayar berhasil tiketnya gak keluar, mengajukan komplain buat pengembalian uang, udah sebulan gak ada kejelasan, suruh nunggu Mulu, ini sebenarnya diurus apa kagak?"
Yuyun Yanuarty,1,2024-09-03 12:56:54,Saya mau pesen tiket lokal kok ga bisa² ya...udh ganti bulan tp tetep ga bisa katanya ga boleh pesen sehari 15 x pesen..ini udh beda hari tetep aja ga bisa...anehh bangett..kenapa sih..bikin susah aja
Ike Nurhayati,5,2024-09-03 12:09:21,Memudahkan pesan tiket
ski rizal,1,2024-09-03 11:01:50,Pesen makan di KAI ACCES. udah masuk gerbong gak di kasih makan. Bilangnya gak masuk pesanannya. Itu udah dibayar gimana ceritanya sampe gak masuk. Layanan service KAI jelek asli. Jangan beli Railfood di KAI Acces. Duitnya lewat doang dapet makan kagak. Asli gedeg bgt.
Leader Kim,1,2024-09-03 10:55:37,"Kok saya sudah membatalkan tiket kereta saya yang seharusnya di refund malah tidak ke refund gimna sii, padahal udh jelas saya membatalkan pesanan ticket yg seharusnya uangnya di kembalikan."
igood98,1,2024-09-03 10:44:27,Saya top up lama banget belom masuk gimana ini
sasaAAAaAAa,1,2024-09-03 08:24:35,"ini kenapa kai aplikasinya buruk, saya sudah melakukan pembayaran lewat qris tetapi tiket malah tidak ada, dan saya kehilangan uang saya saldo tidak kembali tiket tidak ada, padahal saya suda bayar qris, mohon tolong diperbaiki."
reval13 Saepudin,1,2024-09-03 08:05:43,Bner bner ga jelas ini apk nya
Wijayanto Subekti,1,2024-09-03 08:03:13,Booking di aplikasi macam main game saja. Waktu nya terlalu sedikit. Booking lebih dari 2 orang gagal melulu.
Mase Gono,5,2024-09-03 07:46:01,"Kendala Tdk bs login ke akun KAI Krn nomer hp sdh hangus, pelaporan ke web KAI via email langsung di respon dan di tangani dng cwpat dan kini sdh bs buat transaksi pembelian tiket dng lancar,,, tksh buat admin yg membantu dlm perubahan data di akun KAI Saya.. mantap👍👍.."
Aldho Keche,1,2024-09-03 06:43:35,Sangat membantu perjalanan. Mohon untuk aplikasinya harap diperbaiki. Banyak buf yang terjadi ketika memakai aplikasi ini. Jangan kalah dengan aplikasi navigasi sebelah. Sekian terimakasih.
muhammad zhulfadli r.a,1,2024-09-03 05:17:23,"Ayolahh ini aplikqsi habis diupdate bukannya semakin lamcar dan membantu malah merepotkan, sekarang udah gaada pembayaran via Linkaja, terus untuk pembayaran repot banget loadingnya lama, baru aja kejadian pembayaran via OVO udah proses tau"" gagal pembayaran. Pas dicek saldo OVO nya udah kesedot sedangkat tiketnya belom selesai pembayaran statusnya gimana coba siapa yg tanggung jawab kalo gini, ayolah jangan buta dan tuli sama keresahan pelanggan"
dikkiy sabastiyo,1,2024-09-03 04:31:22,Setelah upgrade malah gk bisa tolong diperbaiki
Andi Pratama,1,2024-09-03 03:49:28,Sering eror
neni isnaini,1,2024-09-03 03:23:39,"Apk nya ini gimana skrng kok susah digunakan??? Mau pesan tiket kadaluarsa, dicoba berulang kali secepat kilat tetep pemesanan kadaluarsa. Sampe hapus akun terus daftar lg, skrng di suruh upgrade akun basic, mau daftar akun basic tp gk bs2 terus maksutnya gimana BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT gak kayak APK sebelum UPGRADE"
Darto iBra,1,2024-09-02 23:44:56,Hari gini udah 2024 bikin aplikasi yg Bagus aja ga bisa.. Emang ga py orang IT yg bagus .. BUMN selevel KAI ga punya aplikasi Bagus... Memalukan'.. ketinggalan Sama Aplikasi Pembayan Yg lain..
Zacky Raffansyah,1,2024-09-02 23:44:17,"Mau upgarde member aja dipersulit, padahal kode OTP udh bener masih aja not valid, aplikasi gk guna"
Melani Cahya rahayu,1,2024-09-02 23:44:02,"Jelek bangett apaan tiap proses pembayaran gagal terus udh ganti metode pembayaran ttep aja gabisa, gimana si tiketnya hrus beli online tpi gagal terus"
Esa M.,1,2024-09-02 23:42:34,Saya sangat kesal karena tidak bisa diakses saat kita sedang merantau di luarnegri
uya alfatih,1,2024-09-02 23:03:28,Aplikasi error terus tiap mau bayar tidak memudah kan tolong perbaiki lagi sangat tidak membantu
Siad Abdillah,1,2024-09-02 22:27:47,"Aplikasi setelah update yang baru sering error, tidak bisa transaksi, mohon perbaiki secepatnya. Biar pelanggan tidak kecewa."
Nur Janah,1,2024-09-02 17:53:52,SUdah isi data penumpang smua tinggal klik bayar tapi layanan tidak tersedia terus dari pagi sampai tengah malam tetep gak bisa bayar .berkali kali buka aplikasi dalam sehari cuma mau bayar tetep gakbisa. Tolong dong🤦‍♀️
galih Bento,1,2024-09-02 17:32:58,"susah ketika mau upgrade ke member basic selalu gagal, kode OTP sudah benar tapi tidak bisa klik ""lanjutkan"" .. tolong diperbaiki lagi apk nya"
001_Ahmad Tsalis Novariyanto,2,2024-09-02 17:13:08,"Chekout tiket kereta Sudah bayar lewat Qris, saldo sudah kepotong, tapi pesanan belum selesai, ini bagaimana ya... mohon arahan dan bantuannya."
Jiazh Sick,5,2024-09-02 16:42:07,"Min, tolong pada pemilihan jenis kursi seperti ekonomi, premium, dll.. di kasih icon gambar bentuk kursi yg di dapetkan.."
fadli zulkarnain,1,2024-09-02 16:25:14,Di upadte malah kaga bisa barcodenya pemesenan tiket. Et payah bgt
#091 Kresno Wirdiyan,1,2024-09-02 15:45:49,bikin ribet aja sinyal udh bagus ga usah update² gajelas lah bikin ribet ketinggalan jadwal kan jadinya
Craisar Craisar,3,2024-09-02 15:38:01,"kadang susah pas pembayaran pake Qris nya, bkin naik darah tolong dong di permudah untuk pembayaran doang aja ribet bgt"
Peni Sudarti,1,2024-09-02 14:40:14,Saya tuliskan nomer rekening pada menu pembatalan tiket namun masih bertuliskan belum terisi rekening sehingga tidak bisa dilakukan pembatalan tiket
Hendra Sulaksono,1,2024-09-02 14:13:06,Kenapa saya GK bisa masuk di akun saya
Ferdinand Alana,1,2024-09-02 14:12:25,"kayak taiiiiiiiiiiiiiiiiiiii bikin emosiiiiii , gak jelas banget harus daftar member memberan basic nomer sudah terdaftar suruh daftar lagi mau nya apaaaaaa, giliran di daftar ulang ga bisa muluuuuu"
JRX Lewandowski,1,2024-09-02 14:03:12,Di update malah tambah ngelag untuk pemabayarn ticket lewat e wallet. Mohon diperbaiki lagi sistem KAI di aplikasinya
Firda Zulfikar,1,2024-09-02 13:57:47,Ini kenapa malah jadi gini woyyy... Sebelumnya lancar aja sekarang malah gagal terus gagal terus. Mau nya apa sih 😑
arief budi mulya,1,2024-09-02 13:45:12,"Berkali2 pesan gak bisa2, selalu keluar sesi kadaluarsa silahkan melakukan pemesanan ulang. Utamakan fungsi dari pada tampilan, sangat mengecewakan ."
Ferdy adi Nugroho,1,2024-09-02 13:18:57,Setiap update pasti akun nya logout otomatis dan untuk login lagi susah sekali dengan alasan koneksi dll
Dea Mufty,1,2024-09-02 12:53:33,aplikasi lola tiap mau pembayaran selalu gagal blgnya koneksi gak stabil tp udah coba pake wifi/data seluler tetep gagal trs. apk anehhh bikin ribet!! dibenerin dong apknya!
Sulisyadi Yadi,5,2024-09-02 12:41:20,Pelayanannya sangat baik
ilham priaji,1,2024-09-02 12:00:27,Pengembalian Dana pembatalan tiket prosesnya lama.
Ran Kid,1,2024-09-02 11:51:35,"Aplikasi gak guna loading lama lemot bikin bingung user..... Duit anggaran cuma buat korupsi aja, gk ada pengembangan aplikasi, bikin waktu user terbuang percuma"
Samsung,1,2024-09-02 11:42:56,aplikasi gajelas banyak gangguan nya!!!!
Muhammad Fahri Hasan,1,2024-09-02 10:26:20,"Makin lama makin ngeselin dah, mau pembayaran lelet nya minta ampun, tpi aleman minta di update Mulu aplikasi nya"
tanaya Dayinta,1,2024-09-02 10:11:08,"Udah berkali-kali mau bayar, malah gagal terus padahal jaringan jga stabil ntah ini dari ovo atau aplikasi KAI nya. Minta tolong dong min diperbaiki lagi"
ꦫ꧀꧉ꦧꦸꦢꦶ ꦮꦶꦢꦶꦪꦤꦠ,1,2024-09-02 08:43:44,"Makin mahal saja harga tiketnya,naikin terus saja harga tiketnya,kalau perlu,kereta hanya untuk orang kaya,orang yg banyak duitnya,heran gw"
AA TOI,1,2024-09-02 07:18:52,Tidak pernah responsif klo ada masalah .dalam aplikasi atau lewat email seklipun
Bintang Toejoe,1,2024-09-02 07:02:54,Kualitas aplnya menurun jdi gak bagus
wulan dari,1,2024-09-02 06:50:33,"Setelah di upgrade g bisa masuk lagi 🤦🏼‍♀️ padahal dlu semasih di indonesia nggak pernh seperti ini,padahal uda premium 😮‍💨"
Afif Arya,1,2024-09-02 06:05:57,"Update Malah Gagal terus utk Bayar, Gak Bisa Tukar Rail Poin, Owalaahhh mbok yaaooo tolong donkkk plissss"
Vania,5,2024-09-02 06:04:10,Semoga lebih baik
Khoirun Nasikin,1,2024-09-02 05:00:32,Apk lemot sulit masuk !!!!!
AAK Caem,2,2024-09-02 04:57:06,Proses TOPUP lama sekali masuknya..??
Master Opang,5,2024-09-02 03:14:38,"Aplikasi bagus, memudahkan saya dalam membeli tiket."
Novi Nur Azizah,1,2024-09-02 02:51:40,"aplikasinya sering eror. udh booking tiket, pembayaran berhasil, ada buktinya tapi di apk ga keluar tiketnya. udh hub cs di stasiun jg gaada hasil. ujungnya beli tiket baru lagi, rugi dong 😓"
Janu satria Pane,1,2024-09-02 02:30:55,GK bisa di akses
Tara Realiza,1,2024-09-01 23:13:36,"Padahal belum pernah jadi member basic, tapi email sama nomor telpon katanya sudah terdaftar. Gak jelas banget lah 🤣"
ROBI PRASETIA,3,2024-09-01 23:08:45,"secara keseluruhan sudah bagus, (Khusus KAI Lokal PADANG - PARIAMAN) yang cuma beli tiket 1 orang. jangan kasih Bebas untuk pilih kursi, kasih auto aja. kasihan untuk orang yang berkeluarga harus duduk terpisah pisah. cukup untuk orang beli tiket 2 atau lebih yang bisa mencari kursi. Orang yang cuma beli tiket 1 sudah mengisi setiap barisan kursi. misal no 1 a b c d e, yang sudah di isi no 1b dan 1d. kalau kita bawa keluarga 5 orang. harus duduk terpisah, gara gara orang yang beli tiket 1."
Angga Ardita,1,2024-09-01 22:49:49,"Aplikasi layanan sampah, banyak oknum tiket nya"
Kiko Yasin Fadillah,1,2024-09-01 18:26:02,"Aplikasi sekarang sangat merugikan waktu saya ketika mau booking tiket, di aplikasi masih tersedia banyak tiket tetapi saat melakukan booking tiket sudah habis tidak tersedia. Masih bagus aplikasi versi yang lama dari pada yang sekarang. Sangat mengecewakan sekali!!!!!"
tikotok sw,1,2024-09-01 17:26:29,SEKELAS JASA TRANSPORTASI PUNYA PEMERINTAH KOQ DEVELOPER APLIKASINYA GINI AMAT KOCAK. APLIKASI BOBROK
asep aribowo,1,2024-09-01 16:29:55,"Kecewa dengan aplikasi ini beli tiket saldo terpotong ga muncul tiket, top up saldo ga muncul jg"
Azlin Faqih Mutolib,1,2024-09-01 15:54:42,Gabisa bayar
Mas Fauzi,1,2024-09-01 15:53:45,"Baru bayar bbrp menit pakai aplikasi ini juga (KAI PAY) lalu lihat riwayat pembayaran ga ada. Menu lihat ticket hanya tampil jam, tanggal tdk ada, kecuali capture dan di email. Waah gawat Pak Eko... Hati² dan teliti aja, percuma tanya or komplain cs, ujung²nya ga ada solusi, jgn sampai terulang buang duit gratis krn hrs bayar ticket 2x"
vian arzell,1,2024-09-01 15:29:21,"Aplikasi busuk tidak membantu sama sekali , pemesanan tiket di alihkan ke member basic tapi setelah mencoba log in gagal terus padahal account ama no hp dah bener 💩💩💩"
Euis Supartini,1,2024-09-01 14:38:03,Heran ga bisa bayar plis benerin lagi dong apk nya biar lancar terus klo dipake sebel banget ih
Andry shu,1,2024-09-01 13:43:47,"kurang memuaskan!!! gk bisa login, aneh"
AAD Gaming,1,2024-09-01 12:02:38,Apk bsskkk
giras akkrap45,5,2024-09-01 11:45:43,Ok
Nisma Dzikrillah,1,2024-09-01 11:31:21,aplikasi bosok merugikan. pesen tiket 2 kali sudah bayar. saldo sudah terpotong. tapi tiket tidak muncul. mohon refund uang saya 😡😡😡😡
Muhamad Nabil,1,2024-09-01 10:29:04,ga bisa login
Lailatun Nikmah,1,2024-09-01 10:28:55,nggk bisa daftar susah sekali daftarnya mau naik kreta aja susah banget
salsa yuniarti,1,2024-09-01 10:04:04,"Woyyy ini aplikasi gmn sih, tiap buka aplikasi harus update mulu. Mau cek tracking kereta gbisa. Makin sini makin gajelas"
Umi Sholihatul Janah,1,2024-09-01 09:52:04,Mudahan kai yang dulu yang sekarang ribet pembayarannya Padahal sudah berhaasil bayar tapi di apk kai tertulis belum bayar Al hasil kepotong saldoku tanpa ada tiketnya
Hary Pratama,1,2024-09-01 09:33:39,"Halo KAI access, barusan saya aktifkan kai pay dan lgsung topup tapi saldonya blm masuk2 ya? Kemana saya harus komplain?"
